cliente_id,pais,ciudad,estado,borough,codigo_postal,latitud,longitud,ingreso_mediano,densidad_poblacional,genero,edad,es_mayor,tiene_pareja,tiene_dependientes,segmento_cliente,fecha_registro,tipo_contrato,antiguedad,canal_registro,metodo_pago,cargo_mensual,ingresos_totales,errores_pago,descuento_aplicado,aumento_precio_3m,facturacion_sin_papel,servicio_telefono,lineas_multiples,tipo_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,tiempo_sesion_promedio,visitas_app_mensual,features_nuevas_usadas,tickets_soporte,tiempo_resolucion,tipo_queja,escaladas,ultimo_contacto_soporte,puntuacion_nps,puntuacion_csat,tasa_apertura_email,tasa_clics_marketing,respuesta_encuesta,referencias_hechas,fecha_ultimo_pago,intentos_cobro_fallidos,dias_mora,cambio_plan_reciente,downgrade_reciente,competidores_area,ofertas_recibidas,precio_vs_mercado,cancelacion
5536-RTPWK,USA,New York,NY,QUEENS,11400,40.75371475027159,-73.97860010367027,72000.0,8500.0,Masculino,44.0,0,Si,No,PYME,2022-01-01,Mensual,49,Web,Transferencia bancaria,140.77,6897.7300000000005,1,No,No,Si,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,105,5,51.45,11,1.78,60.38,93,4,5,32.9,Facturacion,2,2025-11-18,17,2.9,0.25,0.11,Sin Respuesta,0.0,2025-11-02,0,30,1,0,4,0,Competitivo,0
5536-SLHPM,USA,New York,NY,BROOKLYN,11236,40.69836221946391,-73.79522689235138,63000.0,14000.0,Femenino,57.0,0,Si,No,PYME,2021-07-05,Mensual,55,Web,Cheque electrónico,107.13,5892.15,1,No,Si,Si,Si,Si,Fibra óptica,No,No,Si,No,No,No,82,6,96.7,8,6.52,10.87,40,0,7,28.4,Red,0,2025-11-06,7,1.3,0.14,0.07,Muy satisfecho,0.0,2025-12-06,0,10,0,0,4,0,Competitivo,0
5537-UXXVS,USA,New York,NY,BROOKLYN,11238,40.60382467386624,-73.99787525846284,63000.0,14000.0,Femenino,38.0,0,Si,No,Residencial,2024-05-20,Mensual,20,Web,Transferencia bancaria,29.53,590.6,2,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,123,7,101.46,11,14.41,108.93,68,8,1,30.1,Ninguna,0,2025-08-17,68,3.8,0.32,0.16,Satisfecho,1.0,2025-11-29,0,10,0,0,2,1,Competitivo,0
5539-HIVAK,USA,New York,NY,BROOKLYN,11235,40.72011960150639,-73.74178268321535,63000.0,14000.0,Femenino,35.0,1,Si,No,Residencial,2023-09-23,Mensual,28,Web,Cheque por correo,25.08,702.24,2,No,No,No,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,41,4,62.64,11,7.32,64.46,29,10,1,18.5,Ninguna,0,2025-08-29,81,4.8,0.47,0.23,Muy satisfecho,2.0,2025-11-21,1,0,0,0,1,1,Alto,0
5539-TMZLF,USA,New York,NY,QUEENS,11230,40.744970825813326,-73.91139460601421,72000.0,8500.0,Masculino,61.0,1,No,No,Residencial,2025-12-11,Mensual,1,Web,Cheque electrónico,76.15,76.15,1,No,Si,Si,Si,No,Fibra óptica,No,No,No,No,No,No,39,2,43.87,4,-0.41,67.69,43,3,6,35.7,Red,0,2025-10-28,21,1.1,0.18,0.06,Insatisfecho,0.0,2025-12-18,3,10,0,1,2,0,Competitivo,0
5542-DHSXL,USA,New York,NY,BRONX,10468,40.717976239931915,-73.83632383053464,42000.0,13000.0,Femenino,62.0,0,Si,No,Residencial,2025-09-12,Mensual,4,Web,Cheque por correo,43.33,173.32,0,No,No,No,Si,No,DSL,Si,Si,No,No,No,No,92,7,72.96,7,14.52,6.58,9,4,4,24.8,Servicio,0,2025-09-05,36,3.9,0.33,0.13,Satisfecho,0.0,2025-11-16,1,0,0,1,8,2,Bajo,0
5542-NKVRU,USA,New York,NY,BROOKLYN,11208,40.743111666190046,-73.86749977397835,63000.0,14000.0,Femenino,31.0,0,No,No,Residencial,2022-07-30,Dos años,42,Web,Transferencia bancaria,18.06,758.52,0,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,98,4,115.54,9,15.02,16.51,96,0,2,27.7,Ninguna,0,2025-12-19,55,4.0,0.33,0.16,No respondió,0.0,2025-12-14,1,5,0,0,5,2,Competitivo,0
5542-TBBWB,USA,New York,NY,BRONX,10456,40.65926157230086,-73.88251584547366,42000.0,13000.0,Masculino,23.0,0,No,No,Residencial,2025-12-11,Mensual,1,Web,Cheque electrónico,100.67,100.67,0,No,No,Si,Si,No,Fibra óptica,No,No,No,No,No,No,107,5,67.02,7,7.61,94.4,87,2,3,47.1,Red,0,2025-11-20,35,4.2,0.23,0.08,Satisfecho,1.0,2025-11-12,0,10,0,0,3,3,Alto,0
5543-QDCRY,USA,New York,NY,QUEENS,11110,40.75100017767299,-73.97850352694859,72000.0,8500.0,Masculino,65.0,0,No,No,Residencial,2025-09-12,Mensual,4,Web,Cheque electrónico,57.6,230.4,1,10%,No,Si,Si,No,DSL,No,No,No,No,Si,No,102,4,90.69,11,-3.35,55.02,82,2,4,45.9,Precio,0,2025-11-17,60,4.1,0.3,0.13,Satisfecho,0.0,2025-11-24,0,0,0,0,6,1,Competitivo,0
5546-BYZSM,USA,New York,NY,BRONX,10462,40.75371667040406,-73.99605135991996,42000.0,13000.0,Femenino,44.0,0,No,No,Residencial,2022-08-29,Mensual,41,Web,Cheque electrónico,29.16,1195.56,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,75,6,83.82,8,21.18,119.78,29,7,1,40.7,Ninguna,0,2025-12-20,72,4.4,0.59,0.18,Satisfecho,1.0,2025-12-25,0,5,1,0,2,0,Competitivo,0
5546-QUERU,USA,New York,NY,QUEENS,11542,40.77495066899981,-73.91368349665157,72000.0,8500.0,Masculino,18.0,0,No,No,Residencial,2024-12-16,Un año,13,Web,Cheque por correo,17.55,228.15,0,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,79,7,119.41,11,-2.78,85.0,88,10,2,41.8,Ninguna,0,2025-12-12,70,4.7,0.7,0.22,Satisfecho,2.0,2025-12-12,0,0,0,0,1,2,Alto,0
5549-ZGHFB,USA,New York,NY,BRONX,10473,40.58425829777156,-73.96001255777333,42000.0,13000.0,Masculino,47.0,0,Si,Si,Residencial,2021-12-02,Dos años,50,Web,Cheque por correo,15.14,757.0,0,No,No,No,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,45,4,75.63,7,8.92,114.2,74,7,1,44.3,Ninguna,0,2025-08-28,78,4.7,0.74,0.26,Satisfecho,1.0,2025-12-18,0,5,1,0,8,0,Bajo,0
5550-VFRLC,USA,New York,NY,MANHATTAN,10048,40.83192159015465,-73.86622437795157,85000.0,28000.0,Femenino,44.0,1,No,No,Residencial,2025-12-11,Mensual,1,Web,Cheque electrónico,79.49,79.49,1,15%,No,Si,Si,No,Fibra óptica,No,No,No,No,No,No,18,2,16.28,4,-8.96,37.13,48,8,6,14.9,Ninguna,0,2025-11-01,1,2.6,0.15,0.07,Muy insatisfecho,0.0,2025-11-04,1,10,1,0,5,2,Competitivo,1
5552-ZNFSJ,USA,New York,NY,BRONX,10473,40.84480021135542,-73.90890149549972,42000.0,13000.0,Masculino,18.0,0,No,No,Residencial,2025-12-11,Mensual,1,Web,Cheque electrónico,45.88,45.88,1,15%,Si,No,Si,No,DSL,No,No,No,No,No,No,19,3,39.16,2,-9.07,25.26,34,9,7,29.4,Servicio,2,2025-07-29,17,1.9,0.12,0.04,Sin Respuesta,0.0,2025-12-05,2,0,0,0,6,0,Alto,1
5553-AOINX,USA,New York,NY,MANHATTAN,10061,40.636082117053114,-74.1370833071498,85000.0,28000.0,Femenino,51.0,1,Si,Si,Corporativo,2020-08-09,Un año,66,Web,Cheque electrónico,159.63,10535.58,1,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,140,4,48.15,6,1.8,48.31,64,6,1,24.8,Ninguna,0,2025-09-01,53,4.2,0.5,0.24,Satisfecho,0.0,2025-12-17,2,0,0,0,5,1,Alto,0
5555-RNPGT,USA,New York,NY,BRONX,10463,40.67955241981223,-73.84440759666143,42000.0,13000.0,Masculino,25.0,0,No,Si,Residencial,2025-03-16,Mensual,10,Web,Tarjeta de crédito,21.85,218.5,0,No,No,No,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,72,7,111.37,11,3.15,35.45,16,5,1,31.7,Ninguna,0,2025-07-29,67,4.2,0.44,0.16,Neutral,0.0,2025-11-30,3,0,1,0,1,0,Alto,0
5561-NWEVX,USA,New York,NY,STATEN ISLAND,10313,40.722884326489314,-73.75338878243392,82000.0,3200.0,Femenino,46.0,1,Si,No,PYME,2025-11-11,Mensual,2,Web,Cheque electrónico,103.72,207.44,4,25%,No,No,Si,Si,Fibra óptica,No,No,Si,No,No,No,23,2,13.87,1,4.11,75.54,30,7,7,34.1,Red,0,2025-12-17,11,2.0,0.27,0.1,Neutral,0.0,2025-11-07,1,15,0,0,3,2,Bajo,1
5562-BETPV,USA,New York,NY,BROOKLYN,11254,40.76116727912781,-73.96894519996368,63000.0,14000.0,Masculino,25.0,0,Si,Si,Residencial,2025-12-11,Un año,1,Web,Cheque por correo,23.33,23.33,1,No,Si,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,115,5,87.9,10,24.16,90.61,69,2,2,40.8,Ninguna,0,2025-08-01,84,4.4,0.65,0.27,Sin Respuesta,0.0,2025-12-27,3,30,1,1,4,2,Bajo,0
5562-YJQGT,USA,New York,NY,BROOKLYN,11218,40.76586620444528,-73.78431921816704,63000.0,14000.0,Femenino,43.0,0,No,No,Residencial,2025-11-11,Mensual,2,Web,Tarjeta de crédito,18.65,37.3,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,82,6,98.51,5,12.13,51.24,76,9,2,13.5,Red,0,2025-10-28,48,3.8,0.47,0.21,Satisfecho,0.0,2025-11-22,0,0,0,0,5,2,Alto,0
5564-NEMQO,USA,New York,NY,BRONX,10461,40.88236327850285,-73.86347209784513,42000.0,13000.0,Femenino,44.0,1,No,No,PYME,2025-12-11,Mensual,1,Web,Transferencia bancaria,86.5,86.5,2,25%,No,Si,Si,No,Fibra óptica,No,No,Si,No,No,No,13,1,21.77,2,-4.51,15.33,51,9,5,13.3,Calidad,2,2025-08-01,5,2.0,0.2,0.09,Sin Respuesta,0.0,2025-12-23,1,5,0,0,6,3,Competitivo,1
5565-FILXA,USA,New York,NY,BROOKLYN,11228,40.68406182010339,-73.98366307148943,63000.0,14000.0,Femenino,47.0,1,No,No,PYME,2024-09-17,Mensual,16,Web,Cheque electrónico,152.93,2446.88,2,20%,Si,Si,Si,Si,Fibra óptica,No,No,No,No,Si,Si,23,3,39.57,2,-14.03,8.03,25,9,6,40.6,Calidad,0,2025-08-23,22,1.2,0.07,0.03,No respondió,0.0,2025-12-06,0,15,0,0,1,1,Bajo,1
5566-SOEZD,USA,New York,NY,BRONX,10452,40.80351406788321,-73.95534409473122,42000.0,13000.0,Masculino,51.0,0,Si,Si,PYME,2023-10-23,Un año,27,Web,Tarjeta de crédito,106.68,2880.36,0,No,No,Si,Si,No,Fibra óptica,Si,Si,No,No,No,No,135,5,89.53,7,19.11,30.07,99,7,3,20.4,Red,0,2025-09-27,48,2.9,0.34,0.14,Satisfecho,0.0,2025-12-18,0,15,0,0,8,3,Competitivo,1
5567-GZKQY,USA,New York,NY,MANHATTAN,10154,40.58353110073122,-74.0955375324986,85000.0,28000.0,Masculino,55.0,0,No,No,Residencial,2021-04-06,Dos años,58,Web,Tarjeta de crédito,22.37,1297.46,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,131,7,74.64,8,0.12,89.24,4,2,1,13.0,Ninguna,0,2025-12-19,63,3.2,0.29,0.13,No respondió,1.0,2025-11-29,2,0,0,0,8,0,Competitivo,0
5567-WSELE,USA,New York,NY,MANHATTAN,10199,40.73456690537232,-73.84936326904293,85000.0,28000.0,Masculino,43.0,1,Si,No,PYME,2025-10-12,Mensual,3,Web,Cheque electrónico,110.15,330.45000000000005,3,15%,Si,Si,Si,Si,Fibra óptica,No,No,No,No,Si,Si,32,2,21.39,3,-12.15,30.48,13,1,8,42.3,Red,0,2025-11-03,24,2.7,0.13,0.05,No respondió,0.0,2025-11-02,0,15,1,0,6,0,Alto,1
5568-DMXZS,USA,New York,NY,STATEN ISLAND,10313,40.576902996092514,-73.96228843866903,82000.0,3200.0,Femenino,48.0,0,No,No,Residencial,2025-05-15,Mensual,8,Web,Cheque electrónico,78.61,628.88,6,No,No,Si,Si,No,DSL,No,Si,No,Si,Si,No,134,4,53.4,7,7.72,109.76,50,8,10,10.6,Ninguna,7,2025-09-28,68,3.4,0.26,0.12,Sin Respuesta,0.0,2025-11-23,0,0,0,1,8,0,Alto,0
5569-IDSEY,USA,New York,NY,QUEENS,11163,40.554335227074304,-74.21488998065703,72000.0,8500.0,Masculino,50.0,0,Si,No,Corporativo,2020-03-12,Un año,71,Web,Transferencia bancaria,161.36,11456.56,0,No,Si,Si,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,100,5,93.03,5,5.43,79.94,14,0,1,26.7,Ninguna,0,2025-11-19,63,3.4,0.5,0.21,Sin Respuesta,0.0,2025-11-23,1,30,0,1,6,0,Competitivo,0
5569-KGJHX,USA,New York,NY,BRONX,10465,40.77543747962276,-73.9535071062277,42000.0,13000.0,Femenino,51.0,0,Si,Si,PYME,2025-04-15,Mensual,9,Web,Transferencia bancaria,105.3,947.7,2,20%,No,Si,Si,Si,Fibra óptica,No,No,No,No,Si,No,17,3,22.74,4,-13.07,104.14,11,9,7,17.3,Red,2,2025-12-30,13,2.1,0.09,0.03,No respondió,0.0,2025-11-05,1,15,1,0,8,0,Bajo,1
5569-OUICF,USA,New York,NY,BROOKLYN,11215,40.68031764747031,-73.77870107420823,63000.0,14000.0,Femenino,39.0,1,Si,No,Corporativo,2023-09-23,Mensual,28,Web,Tarjeta de crédito,170.34,4769.52,0,10%,Si,Si,Si,Si,Fibra óptica,No,No,No,Si,Si,Si,81,5,69.04,9,-0.56,49.37,45,9,5,6.3,Precio,2,2025-08-03,28,2.9,0.16,0.05,Muy satisfecho,0.0,2025-12-03,0,0,1,0,5,0,Bajo,0
5570-PTWEH,USA,New York,NY,QUEENS,11249,40.537595943936346,-74.15014238858822,72000.0,8500.0,Femenino,44.0,0,Si,No,PYME,2025-10-12,Mensual,3,Web,Tarjeta de crédito,85.61,256.83,0,No,No,Si,Si,Si,Fibra óptica,No,No,No,No,No,No,37,1,43.25,1,4.85,118.11,63,1,5,15.7,Servicio,2,2025-09-16,7,1.2,0.12,0.05,Muy insatisfecho,0.0,2025-11-08,1,0,0,0,6,0,Bajo,0
5572-ZDXHY,USA,New York,NY,QUEENS,11113,40.85017370035181,-73.91159785401992,72000.0,8500.0,Femenino,54.0,0,No,No,PYME,2024-03-21,Mensual,22,Web,Cheque por correo,120.16,2643.52,1,20%,No,Si,Si,No,Fibra óptica,No,Si,No,No,No,Si,22,1,19.55,3,-0.3,83.14,71,6,5,21.0,Precio,0,2025-10-20,3,2.5,0.13,0.06,Insatisfecho,0.0,2025-12-01,0,0,1,0,4,0,Alto,1
5574-NXZIU,USA,New York,NY,QUEENS,11260,40.74607743624789,-73.89865715508853,72000.0,8500.0,Masculino,40.0,0,No,No,Corporativo,2020-11-07,Dos años,63,Web,Tarjeta de crédito,184.97,11653.11,0,No,No,No,Si,No,Fibra óptica,Si,Si,Si,Si,Si,Si,132,5,110.74,6,12.96,46.05,58,0,1,4.9,Ninguna,0,2025-08-12,68,3.9,0.38,0.16,Muy satisfecho,0.0,2025-12-28,2,15,0,0,7,2,Bajo,0
5575-GNVDE,USA,New York,NY,QUEENS,11069,40.89261384632828,-73.91020677581042,72000.0,8500.0,Masculino,23.0,0,No,No,Residencial,2023-03-27,Un año,34,Web,Cheque por correo,52.43,1782.62,0,No,No,No,Si,No,DSL,Si,No,Si,No,No,No,148,7,118.12,8,4.11,29.44,94,4,2,35.2,Ninguna,0,2025-11-23,81,4.7,0.64,0.28,Sin Respuesta,0.0,2025-12-03,0,5,0,0,7,1,Alto,0
5575-TPIZQ,USA,New York,NY,BROOKLYN,11213,40.72488311651021,-73.99907279576198,63000.0,14000.0,Masculino,59.0,0,No,No,PYME,2022-04-01,Mensual,46,Web,Tarjeta de crédito,104.87,4824.02,0,No,Si,Si,Si,Si,Fibra óptica,Si,No,No,No,Si,No,142,6,106.71,10,7.85,104.65,25,8,4,17.3,Servicio,1,2025-10-16,41,3.5,0.41,0.14,Satisfecho,0.0,2025-12-28,2,5,0,1,6,0,Bajo,0
5577-OTWWW,USA,New York,NY,BROOKLYN,11243,40.735007196984945,-73.89487079198301,63000.0,14000.0,Femenino,43.0,0,No,No,Residencial,2024-10-17,Mensual,15,Web,Transferencia bancaria,29.97,449.5499999999999,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,111,7,46.46,6,13.84,41.58,28,8,5,24.3,Red,2,2025-11-09,30,3.9,0.45,0.19,Neutral,0.0,2025-11-16,1,0,1,0,7,2,Competitivo,0
5578-NKCXI,USA,New York,NY,BRONX,10471,40.7295100482365,-73.98702184735824,42000.0,13000.0,Femenino,44.0,0,Si,Si,PYME,2021-04-06,Un año,126,Web,Tarjeta de crédito,115.35,14534.1,0,No,No,No,Si,No,Fibra óptica,Si,Si,No,No,Si,Si,125,4,110.15,7,18.53,10.1,3,10,1,46.8,Ninguna,0,2025-09-11,78,4.5,0.5,0.24,Sin Respuesta,1.0,2025-11-07,1,10,1,0,1,3,Alto,1
5583-EJXRD,USA,New York,NY,BROOKLYN,11240,40.6457675155427,-73.94902099049669,63000.0,14000.0,Masculino,44.0,0,Si,Si,PYME,2022-05-31,Dos años,44,Web,Tarjeta de crédito,97.92,4308.4800000000005,0,No,No,Si,No,Sin servicio,DSL,Si,Si,Si,Si,No,Si,104,5,61.01,10,23.39,37.05,49,3,0,9.1,Ninguna,0,2025-10-12,85,4.8,0.55,0.25,Neutral,0.0,2025-11-27,0,0,0,0,5,2,Competitivo,0
5583-SXDAG,USA,New York,NY,QUEENS,11010,40.86591933907019,-73.92620142435798,72000.0,8500.0,Masculino,58.0,0,Si,No,Residencial,2025-12-11,Mensual,1,Web,Cheque electrónico,100.07,100.07,0,10%,No,No,Si,No,Fibra óptica,No,No,No,No,No,No,35,2,22.36,2,-12.55,25.64,91,9,6,46.4,Ninguna,0,2025-10-08,24,1.9,0.24,0.07,No respondió,0.0,2025-12-15,0,10,1,0,8,2,Competitivo,0
5590-BYNII,USA,New York,NY,QUEENS,11665,40.82973337947792,-73.94654573072565,72000.0,8500.0,Masculino,51.0,0,No,No,PYME,2024-03-21,Mensual,22,Web,Cheque electrónico,138.6,3049.2,0,20%,No,Si,Si,Si,Fibra óptica,Si,No,No,No,Si,Si,24,2,44.71,4,-11.17,41.77,24,1,6,39.0,Facturacion,0,2025-09-14,11,2.2,0.21,0.09,Muy insatisfecho,0.0,2025-12-09,2,0,1,0,1,0,Bajo,1
5590-YRFJT,USA,New York,NY,QUEENS,11112,40.68880663975075,-73.83000225541359,72000.0,8500.0,Femenino,51.0,0,Si,No,Residencial,2024-05-20,Mensual,20,Web,Cheque electrónico,52.82,1056.4,0,No,No,Si,No,Sin servicio,DSL,No,No,No,No,No,No,75,6,75.37,9,12.03,75.53,39,8,5,34.3,Calidad,2,2025-07-24,21,1.4,0.14,0.06,Satisfecho,0.0,2025-11-29,1,10,0,0,6,1,Competitivo,0
5590-ZSKRV,USA,New York,NY,BROOKLYN,11210,40.58644558626793,-74.1499569876538,63000.0,14000.0,Femenino,54.0,0,Si,Si,Residencial,2025-05-15,Mensual,8,Web,Cheque por correo,51.89,415.12,0,No,No,No,Si,No,DSL,Si,Si,No,No,No,No,126,7,94.11,9,23.15,62.55,31,10,4,45.7,Servicio,0,2025-07-29,53,3.0,0.42,0.2,Neutral,0.0,2025-11-23,2,10,0,0,1,0,Competitivo,0
5593-SUAOO,USA,New York,NY,MANHATTAN,10247,40.6640267890564,-73.8883035049223,85000.0,28000.0,Femenino,36.0,0,Si,Si,PYME,2024-01-21,Un año,24,Web,Transferencia bancaria,114.96,2759.04,0,10%,No,No,Si,Si,Fibra óptica,No,Si,Si,No,No,No,120,6,68.3,7,8.58,86.75,99,3,3,20.5,Ninguna,0,2025-09-24,42,3.0,0.3,0.12,Muy satisfecho,0.0,2025-12-23,0,0,0,0,4,0,Bajo,0
5597-GLBUC,USA,New York,NY,MANHATTAN,10011,40.82796309710093,-73.85010576618188,85000.0,28000.0,Femenino,54.0,0,No,No,PYME,2025-12-11,Mensual,1,Web,Cheque electrónico,127.2,127.2,3,No,Si,Si,Si,No,Fibra óptica,No,No,Si,No,Si,No,14,3,22.93,4,-2.32,43.39,74,2,7,29.0,Servicio,1,2025-10-06,3,1.5,0.17,0.07,Sin Respuesta,0.0,2025-11-06,0,30,0,0,1,3,Competitivo,1
5598-IKHQQ,USA,New York,NY,QUEENS,11127,40.66222809916028,-73.99335707260822,72000.0,8500.0,Femenino,44.0,0,No,No,Residencial,2020-02-11,Dos años,72,Web,Tarjeta de crédito,24.19,1741.68,0,No,No,No,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,48,4,89.82,10,3.81,18.78,36,2,2,42.8,Ninguna,0,2025-10-30,50,3.0,0.47,0.16,Satisfecho,1.0,2025-12-23,1,0,1,1,8,0,Bajo,0
5599-HVLTW,USA,New York,NY,BRONX,10471,40.747059810947185,-73.88943826906984,42000.0,13000.0,Femenino,33.0,1,No,No,PYME,2024-11-16,Mensual,14,Web,Transferencia bancaria,118.52,1659.28,0,No,No,Si,Si,Si,Fibra óptica,No,No,Si,No,No,No,85,7,116.12,7,19.35,23.43,9,6,2,15.2,Precio,0,2025-12-28,65,3.4,0.29,0.13,Satisfecho,0.0,2025-11-04,0,0,1,0,6,0,Competitivo,0
5600-KTXFM,USA,New York,NY,MANHATTAN,10059,40.72724280766275,-73.8593593628606,85000.0,28000.0,Masculino,25.0,0,Si,Si,Residencial,2025-11-11,Mensual,2,Web,Cheque por correo,95.71,191.42,0,No,No,No,Si,No,Fibra óptica,No,No,No,No,No,No,56,5,66.18,9,13.16,96.69,37,1,3,40.6,Servicio,0,2025-10-11,58,3.1,0.31,0.11,Sin Respuesta,0.0,2025-12-25,0,5,0,0,3,0,Bajo,0
5600-PDUJF,USA,New York,NY,QUEENS,11679,40.61372582721275,-73.95826604626677,72000.0,8500.0,Masculino,44.0,0,No,No,Residencial,2025-07-14,Mensual,6,Web,Tarjeta de crédito,64.81,388.86,0,No,Si,Si,Si,No,DSL,No,No,No,Si,No,No,106,6,63.55,10,6.45,16.27,60,4,1,5.0,Ninguna,0,2025-08-27,62,3.7,0.27,0.09,Satisfecho,0.0,2025-12-17,2,10,0,0,5,2,Bajo,0
5602-BVFMK,USA,New York,NY,BROOKLYN,11212,40.709813327022694,-73.90465299384712,63000.0,14000.0,Femenino,44.0,0,No,No,Residencial,2025-01-15,Un año,12,Web,Cheque por correo,21.74,260.88,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,72,4,46.97,10,11.28,96.78,99,1,1,22.9,Ninguna,0,2025-10-01,71,4.5,0.67,0.22,Neutral,0.0,2025-11-29,0,10,0,0,8,0,Bajo,0
5605-IYGFG,USA,New York,NY,BROOKLYN,11217,40.59597421974536,-74.06217919709624,63000.0,14000.0,Femenino,56.0,0,No,No,Residencial,2025-06-14,Mensual,7,Web,Transferencia bancaria,79.67,557.69,0,No,No,Si,Si,No,Fibra óptica,No,No,No,No,No,No,104,4,60.16,5,15.84,29.45,26,6,3,23.6,Precio,0,2025-09-19,46,3.0,0.36,0.13,Satisfecho,0.0,2025-11-26,1,30,0,0,2,2,Competitivo,0
5605-XNWEN,USA,New York,NY,BRONX,10473,40.65250337684272,-73.9243796826822,42000.0,13000.0,Masculino,41.0,1,Si,No,Residencial,2020-02-11,Dos años,72,Web,Transferencia bancaria,15.02,1081.44,0,No,No,Si,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,59,7,64.68,6,1.41,83.02,80,6,2,27.8,Ninguna,0,2025-09-12,83,4.6,0.6,0.27,Sin Respuesta,0.0,2025-12-21,2,10,0,0,7,1,Competitivo,1
5606-AMZBO,USA,New York,NY,BROOKLYN,11254,40.85257294564225,-73.92791876843044,63000.0,14000.0,Femenino,53.0,0,Si,No,PYME,2025-03-16,Mensual,10,Web,Tarjeta de crédito,110.88,1108.8,0,No,No,Si,Si,Si,Fibra óptica,Si,No,No,No,No,No,105,4,49.72,7,5.24,76.66,6,2,4,42.4,Ninguna,1,2025-09-27,38,3.2,0.26,0.1,Neutral,1.0,2025-12-28,1,30,0,0,3,0,Alto,0
5609-CEBID,USA,New York,NY,BROOKLYN,11216,40.68001375813317,-73.94242221838782,63000.0,14000.0,Femenino,38.0,1,No,No,PYME,2024-05-20,Mensual,20,Web,Cheque electrónico,132.07,2641.3999999999996,1,20%,No,Si,Si,Si,Fibra óptica,No,Si,Si,No,No,Si,20,1,29.73,2,-9.99,16.3,72,2,7,32.7,Red,1,2025-11-30,0,2.1,0.17,0.05,No respondió,0.0,2025-11-02,1,10,0,0,3,1,Bajo,1
5609-IMCGG,USA,New York,NY,MANHATTAN,10105,40.74821052757358,-73.8133644407436,85000.0,28000.0,Femenino,39.0,0,No,No,PYME,2024-10-17,Mensual,15,Web,Tarjeta de crédito,101.35,1520.25,0,No,No,Si,Si,Si,Fibra óptica,Si,No,Si,No,No,No,112,7,54.51,5,23.8,81.57,98,7,4,24.4,Servicio,1,2025-07-14,63,4.1,0.27,0.1,Sin Respuesta,0.0,2025-12-19,0,10,0,1,1,3,Alto,0
5614-DNZCE,USA,New York,NY,MANHATTAN,10171,40.76117811617255,-73.832098918597,85000.0,28000.0,Femenino,58.0,0,No,No,PYME,2021-04-06,Dos años,58,Web,Tarjeta de crédito,66.84,3876.72,0,No,No,Si,Si,No,DSL,Si,Si,Si,Si,No,No,53,6,83.33,9,-3.71,56.46,8,6,0,6.7,Ninguna,0,2025-11-03,78,4.4,0.68,0.26,Muy satisfecho,3.0,2025-11-12,0,30,1,0,3,0,Alto,0
5616-PRTNT,USA,New York,NY,BROOKLYN,11227,40.69758886066081,-73.78505580529068,63000.0,14000.0,Masculino,52.0,0,No,Si,Residencial,2024-05-20,Mensual,20,Web,Cheque electrónico,16.06,321.2,0,No,Si,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,40,4,59.17,11,-3.31,86.32,58,3,4,20.7,Servicio,2,2025-11-18,27,1.5,0.2,0.09,No respondió,0.0,2025-11-02,0,0,0,1,3,3,Competitivo,0
